job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary_available,avg_salary,city,skills_list
Senior BI Data Analyst,Ignitho Technologies (India) Pvt.Ltd,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,Chennai,25.0,Naukri,4.0,37.0,"Data analysis, Business analysis, Analytical",No,0.0,Chennai,"['Data Analysis', 'Business Analysis', 'Analytical']"
Data Analyst- Contractual role For Product based company,Protiviti India,3-5 Yrs,3.0,5.0,₹ 6 - 10L/yr,600000.0,1000000.0,"Bangalore / Bengaluru, Bangalore Rural",25.0,Naukri,3.4,296.0,"Tableau, Ab Testing, SQL",Yes,800000.0,Bengaluru,"['Tableau', 'Ab Testing', 'Sql']"
Data Analyst - Contractual role- Bangalore,Protiviti India,3-6 Yrs,3.0,6.0,₹ 6 - 10L/yr,600000.0,1000000.0,"Bangalore / Bengaluru, Bangalore Rural",25.0,Naukri,3.4,296.0,"Tableau, Ab Testing, Python",Yes,800000.0,Bengaluru,"['Tableau', 'Ab Testing', 'Python']"
Data analyst,"Thejo Engineering Ltd, Chennai",3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Chennai,30.0,Naukri,3.7,135.0,"Power Bi, Tableau, SQL Server",No,0.0,Chennai,"['Power Bi', 'Tableau', 'Sql Server']"
SAP Data Analyst,Ford Global Business Services,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,Chennai,60.0,Naukri,4.5,726.0,"Sheduling, variant onfiguration, SAP",No,0.0,Chennai,"['Sheduling', 'Variant Onfiguration', 'Sap']"
"Data Analyst, Credit Ratings",Morningstar India (P) Ltd.,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,Mumbai,30.0,Naukri,3.9,928.0,"Data Analyst, Customer service, Credit rating",No,0.0,Mumbai,"['Data Analyst', 'Customer Service', 'Credit Rating']"
"Senior Data Analyst, Credit Ratings",Morningstar India (P) Ltd.,1-3 Yrs,1.0,3.0,₹ 5.5 - 8L/yr (AmbitionBox estimate),550000.0,800000.0,Mumbai,30.0,Naukri,3.9,928.0,"Data Analyst, Customer service, Credit rating",Yes,675000.0,Mumbai,"['Data Analyst', 'Customer Service', 'Credit Rating']"
Data Analyst PowerBI,Ebizon,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,Mumbai,6.0,Naukri,3.3,59.0,"Mining, SAS, Technical writing",No,0.0,Mumbai,"['Mining', 'Sas', 'Technical Writing']"
Data Analyst PowerBI,Ebizon Net Info Pvt Ltd,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Mumbai,6.0,Naukri,3.3,59.0,"Computer science, Mining, SAS",No,0.0,Mumbai,"['Computer Science', 'Mining', 'Sas']"
Senior Data Analyst / Data Analyst Manager Immediate Requirement,Millennium Organisation,2-7 Yrs,2.0,7.0,₹ 3.5 - 7L/yr,350000.0,700000.0,Mumbai,2.0,Naukri,3.4,25.0,"Business Strategy, Sales Analysis, Team Handling",Yes,525000.0,Mumbai,"['Business Strategy', 'Sales Analysis', 'Team Handling']"
Data Analyst,Clairvoyant India,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,"Pune, Bangalore Rural, Gurgaon / Gurugram",30.0,Naukri,4.0,73.0,"Pyspark, SQL, Python",No,0.0,Pune,"['Pyspark', 'Sql', 'Python']"
Immediate requirement For Data Analyst (Power BI) - Indore,Annova Solutions Pvt Ltd,1-2 Yrs,1.0,2.0,₹ 1.25 - 2.75L/yr,125000.0,275000.0,Indore,2.0,Naukri,3.9,125.0,"Advance Excel, Power BI, MIS Reporting",Yes,200000.0,Indore,"['Advance Excel', 'Power Bi', 'Mis Reporting']"
Data Analyst/ Special Project Associate,Pattern Technologies,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Pune,20.0,Naukri,3.2,10.0,"Excellent Communication In English, Data Analysis, E-commerce",No,0.0,Pune,"['Excellent Communication In English', 'Data Analysis', 'E-Commerce']"
Data Analyst/Masterfile Associate,Pattern Technologies,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Pune,20.0,Naukri,3.2,10.0,"Excellent Communication In English, Data Analysis, E-commerce",No,0.0,Pune,"['Excellent Communication In English', 'Data Analysis', 'E-Commerce']"
"Data Analyst (SQL,Tableau,Power Bi)",REWISE ANALYTICS & TECHNOLOGIES PRIVATE LIMITED,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Pune,12.0,Naukri,3.5,38.0,"Supply chain, Data analysis, linear regression",No,0.0,Pune,"['Supply Chain', 'Data Analysis', 'Linear Regression']"
VBA Developer - Data Analytics (4-8 yrs),Conneqtcorp,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,30.0,hirist,3.7,8000.0,"VBA, Data Analyst, Data Analytics",No,0.0,Gurugram,"['Vba', 'Data Analyst', 'Data Analytics']"
Data Analyst - Reporting Tools (2-8 yrs),TD,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,30.0,hirist,4.1,35.0,Not Specified,No,0.0,Not Specified,[]
Senior Data Analyst,PivotRoots Digital Private Limited,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Mumbai,22.0,Naukri,3.8,36.0,"Advance Excel, data analysis, Looker Studio",No,0.0,Mumbai,"['Advance Excel', 'Data Analysis', 'Looker Studio']"
"Data Analyst(Sr Analyst, Data Science & Analytics)",Prutech Solutions,4-9 Yrs,4.0,9.0,₹ 10 - 20L/yr,1000000.0,2000000.0,Bangalore Rural,30.0,Naukri,4.0,52.0,"Predictive Modeling, Azure, Big Data",Yes,1500000.0,Bengaluru,"['Predictive Modeling', 'Azure', 'Big Data']"
Data Analyst,Trikon Telesoft Solutions Pvt. Ltd.,1-2 Yrs,1.0,2.0,Not Disclosed,0.0,0.0,Ahmedabad,30.0,Naukri,4.4,48.0,"Billing, Excel, Stock management",No,0.0,Ahmedabad,"['Billing', 'Excel', 'Stock Management']"
Lead Data Analyst - DAX Power BI (10-15 yrs),Arting Digital,10-15 Yrs,10.0,15.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,23.0,hirist,4.8,27.0,"Power BI, Data Analyst, Data Visualization Tools",No,0.0,Bengaluru,"['Power Bi', 'Data Analyst', 'Data Visualization Tools']"
Data Analyst - Apprentice (11 months Internship),S&P Capital IQ (India) Pvt. Ltd,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,60.0,First Naukri,4.2,2200.0,Not Specified,No,0.0,Not Specified,[]
Data Analyst - Statistics / Report Designing,3Di Systems,2-7 Yrs,2.0,7.0,₹ 3 - 7L/yr,300000.0,700000.0,"Navi Mumbai, Thane",26.0,Naukri,3.9,44.0,"Data Extraction, Data Mining, Data Cleansing",Yes,500000.0,Navi Mumbai,"['Data Extraction', 'Data Mining', 'Data Cleansing']"
Payment Data Specialist,Brevo,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Noida,26.0,Naukri,3.9,40.0,"global operations, Analytical, Data Analyst",No,0.0,Noida,"['Global Operations', 'Analytical', 'Data Analyst']"
Data Analyst - Immediate Joiner - Andheri,Millennium Organisation,0-3 Yrs,0.0,3.0,₹ 1.25 - 2.5L/yr,125000.0,250000.0,Mumbai,5.0,Naukri,3.4,25.0,"Formulas, Advanced Excel, Calculation",Yes,187500.0,Mumbai,"['Formulas', 'Advanced Excel', 'Calculation']"
Master Data Analyst - SAP Implementation (8-10 yrs),Overture Rede Private Limited.,8-10 Yrs,8.0,10.0,Not Disclosed,0.0,0.0,Remote,10.0,hirist,4.3,21.0,"Data Analyst, Data Analytics, Data Management",No,0.0,Remote,"['Data Analyst', 'Data Analytics', 'Data Management']"
Senior Data Analyst - Online Gaming Platform (3-5 yrs),Zyoin Web Private Limited,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,iimjobs,4.0,287.0,"Data Analytics, SQL, Python",No,0.0,Bengaluru,"['Data Analytics', 'Sql', 'Python']"
ESG Data Analyst  - ESG Newsroom,Institutional Shareholder Services Inc.,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,Mumbai,30.0,Naukri,3.8,84.0,"Data Analyst, Business analytics, Corporate governance",No,0.0,Mumbai,"['Data Analyst', 'Business Analytics', 'Corporate Governance']"
Data Visualization Expert - Power BI/Qlikview (3-5 yrs),Connexions,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,9.0,hirist,3.9,11.0,"Data Visualization, Data Visualization Tools, Business Intelligence",No,0.0,Bengaluru,"['Data Visualization', 'Data Visualization Tools', 'Business Intelligence']"
Data Analyst - Python/SQL (5-20 yrs),Aricent,5-20 Yrs,5.0,20.0,Not Disclosed,0.0,0.0,"Mumbai, Pune, Maharashtra
													+9 more",2.0,hirist,3.6,2000.0,"Data Analytics, Data Analyst, Business Intelligence",No,0.0,Mumbai,"['Data Analytics', 'Data Analyst', 'Business Intelligence']"
Data Analyst,SAVA Healthcare,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,"Delhi/Ncr, Mumbai, Bangalore / Bengaluru",11.0,Naukri,4.1,142.0,"database design, ETL frameworks, Excel",No,0.0,Delhi,"['Database Design', 'Etl Frameworks', 'Excel']"
Data Analyst (6-10 yrs),Trent Limited,6-10 Yrs,6.0,10.0,Not Disclosed,0.0,0.0,Mumbai,30.0,hirist,4.1,1200.0,"Power BI, Data Validation, Business System Analyst",No,0.0,Mumbai,"['Power Bi', 'Data Validation', 'Business System Analyst']"
Data Analyst Trainee,Healthmug Pvt. Ltd.,0-1 Yrs,0.0,1.0,₹ 2.5 - 3.5L/yr,250000.0,350000.0,Delhi/Ncr,19.0,Naukri,3.7,35.0,"Data Extraction, Data Mining, Data Cleansing",Yes,300000.0,Delhi,"['Data Extraction', 'Data Mining', 'Data Cleansing']"
Urgent Hiring For Data Analyst For Bangalore,Cantik technologies,6-9 Yrs,6.0,9.0,₹ 15 - 20L/yr,1500000.0,2000000.0,Bangalore Rural,15.0,Naukri,4.2,40.0,"Pyspark, Python",Yes,1750000.0,Bengaluru,"['Pyspark', 'Python']"
Senior Data Analyst,ANZ Banking Group,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,60.0,Naukri,4.2,910.0,"Business process, Process design, Stakeholder Engagement",No,0.0,Bengaluru,"['Business Process', 'Process Design', 'Stakeholder Engagement']"
Data Analyst,Ericsson India Global Services Pvt. Ltd.,2-5 Yrs,2.0,5.0,₹ 3.5 - 9L/yr (AmbitionBox estimate),350000.0,900000.0,Noida,60.0,Naukri,4.2,6500.0,"Analytics, Automation, Operations",Yes,625000.0,Noida,"['Analytics', 'Automation', 'Operations']"
Data Analyst/Senior Data Analyst - Lending - IIT/IIIT/NIT/BITS (females only) (1-7 yrs),Antal International Network,1-7 Yrs,1.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,iimjobs,3.6,86.0,"Python, Data Analytics, Analytics",No,0.0,Bengaluru,"['Python', 'Data Analytics', 'Analytics']"
Data Analyst - Data Modeling & Visualization (1-17 yrs),Aricent,1-17 Yrs,1.0,17.0,Not Disclosed,0.0,0.0,"Hyderabad / Secunderabad, Gujarat, Kerala
													+8 more",4.0,hirist,3.6,2000.0,"Data Analyst, Data Analytics, Data Visualization",No,0.0,Hyderabad,"['Data Analyst', 'Data Analytics', 'Data Visualization']"
Manager - Storefront Planning and Analytics,Myntra.com,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.0,1700.0,"Analytics, SQL, Python",No,0.0,Bengaluru,"['Analytics', 'Sql', 'Python']"
Data Analyst,Myntra.com,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.0,1700.0,"Data analysis, SQL, Business analysis",No,0.0,Bengaluru,"['Data Analysis', 'Sql', 'Business Analysis']"
Data Analyst - BFSI (4-14 yrs),Envista Education,4-14 Yrs,4.0,14.0,Not Disclosed,0.0,0.0,Mumbai,2.0,iimjobs,4.6,7.0,"Data Analytics, Analytics, Predictive Modeling",No,0.0,Mumbai,"['Data Analytics', 'Analytics', 'Predictive Modeling']"
Full Stack (Python + ReactJs),Global Pharma Tek,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,3.3,21.0,"Data analysis, tableau, Excel",No,0.0,Bengaluru,"['Data Analysis', 'Tableau', 'Excel']"
Data Analyst - Oracle NetSuite,Global Pharma Tek,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,3.3,21.0,"SAP FICO, Fixed assets, FSCM",No,0.0,Bengaluru,"['Sap Fico', 'Fixed Assets', 'Fscm']"
Data Analyst,Antara Senior Living,1-6 Yrs,1.0,6.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,30.0,Naukri,3.7,88.0,"Google Sheets, Google Analytics, Advanced Excel",No,0.0,Gurugram,"['Google Sheets', 'Google Analytics', 'Advanced Excel']"
Data Analyst,Hindustan Gold Industries,5-10 Yrs,5.0,10.0,₹ 4 - 6L/yr,400000.0,600000.0,Ahmedabad,24.0,Naukri,4.5,44.0,"R, C",Yes,500000.0,Ahmedabad,"['R', 'C']"
Data Analyst-1,PGi,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,30.0,Naukri,4.2,106.0,"Backend, Data analysis, Data processing",No,0.0,Hyderabad,"['Backend', 'Data Analysis', 'Data Processing']"
Data Analyst (Life Insurance),Spectrum Insurance Broking Pvt. Ltd.,1-5 Yrs,1.0,5.0,₹ 2.5 - 4L/yr,250000.0,400000.0,New Delhi,9.0,Naukri,3.2,44.0,"Big Data Analytics, Database Management, Data Visualization",Yes,325000.0,Delhi,"['Big Data Analytics', 'Database Management', 'Data Visualization']"
Senior Data Analyst,Valeo India Pvt Ltd,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Chennai,60.0,Naukri,4.1,1000.0,"Automotive, Machine learning, Artificial Intelligence",No,0.0,Chennai,"['Automotive', 'Machine Learning', 'Artificial Intelligence']"
LCM Data Analyst - Restructuring Analyst,ION,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,Mumbai,2.0,Naukri,3.6,132.0,"Supply chain, electronic trading, Data management",No,0.0,Mumbai,"['Supply Chain', 'Electronic Trading', 'Data Management']"
Data Analyst,Draup,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,3.7,79.0,"SQL, Data modeling, Google Analytics",No,0.0,Bengaluru,"['Sql', 'Data Modeling', 'Google Analytics']"
Tableau Developer - ETL/Data Warehousing (3-11 yrs),Aricent,3-11 Yrs,3.0,11.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Chennai, Mp
													+15 more",7.0,hirist,3.6,2000.0,"Tableau, Power BI, DAX Power BI",No,0.0,Bengaluru,"['Tableau', 'Power Bi', 'Dax Power Bi']"
Power BI Developer - Dashboard Design (2-18 yrs),Aricent,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,7.0,hirist,3.6,2000.0,Not Specified,No,0.0,Not Specified,[]
Data Analyst,Ebizon Net Info Pvt Ltd,1-2 Yrs,1.0,2.0,Not Disclosed,0.0,0.0,Dehradun,16.0,Naukri,3.3,59.0,"Mining, Computer science, Data validation",No,0.0,Dehradun,"['Mining', 'Computer Science', 'Data Validation']"
Senior Data Analyst (Economics),Fibre2Fashion Pvt. Ltd.,4-5 Yrs,4.0,5.0,Not Disclosed,0.0,0.0,"Thane, Mumbai",10.0,Naukri,4.1,46.0,"arima, python, project management",No,0.0,Thane,"['Arima', 'Python', 'Project Management']"
Data Analyst Trainer/ Instructor,Internship Studio,2-4 Yrs,2.0,4.0,₹ 4 - 7L/yr,400000.0,700000.0,Pune,13.0,Naukri,4.3,27.0,"R, Azure, MS Excel",Yes,550000.0,Pune,"['R', 'Azure', 'Ms Excel']"
Data Security Analyst (4-10 yrs),IT,4-10 Yrs,4.0,10.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,hirist,3.5,4000.0,"Data Security, Data Analyst, On-Premises",No,0.0,Bengaluru,"['Data Security', 'Data Analyst', 'On-Premises']"
Target Corporation - Senior Data Analyst - Tableau (5-10 yrs),Target,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,60.0,hirist,4.2,579.0,"Data Analyst, Data Analytics, Tableau",No,0.0,Bengaluru,"['Data Analyst', 'Data Analytics', 'Tableau']"
Data Analyst,Ericsson India Global Services Pvt. Ltd.,4-12 Yrs,4.0,12.0,Not Disclosed,0.0,0.0,Noida,150.0,Naukri,4.2,6500.0,"Business intelligence, Data mining, Trend analysis",No,0.0,Noida,"['Business Intelligence', 'Data Mining', 'Trend Analysis']"
Data Analyst,Ericsson India Global Services Pvt. Ltd.,4-12 Yrs,4.0,12.0,Not Disclosed,0.0,0.0,Patiala,150.0,Naukri,4.2,6500.0,"Data mining, Machine learning, PLSQL",No,0.0,Patiala,"['Data Mining', 'Machine Learning', 'Plsql']"
Senior Data Analyst (3-7 yrs),Zyoin,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,iimjobs,4.0,287.0,"Data Analytics, Data Warehousing, SQL",No,0.0,Bengaluru,"['Data Analytics', 'Data Warehousing', 'Sql']"
Sr Data Analyst,Space Multimedia,7-12 Yrs,7.0,12.0,₹ 20 - 25L/yr,2000000.0,2500000.0,Hyderabad / Secunderabad,11.0,Naukri,4.5,11.0,"Master & Meta Data Management and Governance, Data Wrangling, Unification",Yes,2250000.0,Hyderabad,"['Master & Meta Data Management And Governance', 'Data Wrangling', 'Unification']"
Data Analyst,Antino Labs,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,25.0,Naukri,3.4,109.0,"Data Analysis, Data Reporting, Python",No,0.0,Gurugram,"['Data Analysis', 'Data Reporting', 'Python']"
LCM Restructuring Data Analyst,ION,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,"Navi Mumbai, Mumbai, Mumbai",4.0,Naukri,3.6,132.0,"Automation, Finance, Analysis",No,0.0,Navi Mumbai,"['Automation', 'Finance', 'Analysis']"
Data Science Analyst - SQL/Python (3-18 yrs),Aricent,3-18 Yrs,3.0,18.0,Not Disclosed,0.0,0.0,"Mumbai, Bangalore / Bengaluru, Hyderabad / Secunderabad
													+2 more",9.0,hirist,3.6,2000.0,"Data Science, Data Analyst, SQL",No,0.0,Mumbai,"['Data Science', 'Data Analyst', 'Sql']"
ESG Data Analyst - Newsroom,Institutional Shareholder Services Inc.,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Mumbai,30.0,Naukri,3.8,84.0,"Data Analyst, Business analytics, Manager Quality Assurance",No,0.0,Mumbai,"['Data Analyst', 'Business Analytics', 'Manager Quality Assurance']"
Data Analyst 3,Zynga Inc.,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.4,28.0,"SQL, Python, SAN",No,0.0,Bengaluru,"['Sql', 'Python', 'San']"
Octro - Data Analyst (3-6 yrs),Octro,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Noida,10.0,iimjobs,3.8,60.0,"Data Analytics, Analytics, SQL",No,0.0,Noida,"['Data Analytics', 'Analytics', 'Sql']"
Senior Systems Engineer II,REED ELSEVIER INDIA (a part of RELX India Pvt Ltd),4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,3.7,91.0,"Health insurance, Publishing, Analytical",No,0.0,Bengaluru,"['Health Insurance', 'Publishing', 'Analytical']"
Principal Data Analyst - Reference Data,REED ELSEVIER INDIA (a part of RELX India Pvt Ltd),4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Chennai,4.0,Naukri,3.7,91.0,"automation framework, Maven, Test scripts",No,0.0,Chennai,"['Automation Framework', 'Maven', 'Test Scripts']"
Data Analyst,Pepipost,2-3 Yrs,2.0,3.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.2,183.0,"SQL, Python, Data entry",No,0.0,Bengaluru,"['Sql', 'Python', 'Data Entry']"
Senior Business Analyst - R/SQL/Python (5-8 yrs),Spectrum Consulting,5-8 Yrs,5.0,8.0,Not Disclosed,0.0,0.0,Chennai,24.0,hirist,3.3,143.0,"Business Analyst, Data Analyst, SQL",No,0.0,Chennai,"['Business Analyst', 'Data Analyst', 'Sql']"
Data Analyst,Nits solutions Pvt Ltd,1-3 Yrs,1.0,3.0,₹ 4 - 8.32L/yr (AmbitionBox estimate),400000.0,832000.0,Gurgaon / Gurugram,18.0,Naukri,3.3,47.0,"Process design, Sales, Linguistics",Yes,616000.0,Gurugram,"['Process Design', 'Sales', 'Linguistics']"
Data Product Manager,Photon Infotech P Ltd,6-10 Yrs,6.0,10.0,Not Disclosed,0.0,0.0,Chennai,30.0,Naukri,4.0,1400.0,"SQL, Python, Agile",No,0.0,Chennai,"['Sql', 'Python', 'Agile']"
Data Analyst,RISKONNECT SERVICES,1-6 Yrs,1.0,6.0,Not Disclosed,0.0,0.0,Remote,9.0,Naukri,4.5,12.0,"Computer science, Automation, Manager Quality Assurance",No,0.0,Remote,"['Computer Science', 'Automation', 'Manager Quality Assurance']"
Data Analyst,Rigved Technologies,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,"Mumbai suburbs, Mumbai",17.0,Naukri,3.2,54.0,"Excel, Power Bi, MIS",No,0.0,Mumbai suburbs,"['Excel', 'Power Bi', 'Mis']"
Data Analyst,Affine Analytics,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,Bangalore Rural,26.0,Naukri,3.3,136.0,"excel, Ad-hoc and Insights, Power Bi",No,0.0,Bengaluru,"['Excel', 'Ad-Hoc And Insights', 'Power Bi']"
Senior BI Data Analyst - Oracle Analytics Cloud (5-8 yrs),IT Resource Hunter,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,30.0,hirist,4.3,29.0,Not Specified,No,0.0,Not Specified,[]
Data Analyst,GoComet,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,"New Delhi, Gurgaon / Gurugram",24.0,Naukri,4.4,41.0,"Data analysis, Data validation, Business analysis",No,0.0,Delhi,"['Data Analysis', 'Data Validation', 'Business Analysis']"
IBS Business Data Analyst,Mondel z International,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,Mumbai,120.0,Naukri,4.4,895.0,"Supply chain, Data analysis, Data management",No,0.0,Mumbai,"['Supply Chain', 'Data Analysis', 'Data Management']"
Media Scan,Designboxed,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Pune,11.0,Naukri,2.9,57.0,"Trend Identification, Crisis Management, Collaboration",No,0.0,Pune,"['Trend Identification', 'Crisis Management', 'Collaboration']"
Hiring Kuwait-DATA Analyst/Surveyor/Darftsman,Ingenious Overseas Consultancy,5-7 Yrs,5.0,7.0,Not Disclosed,0.0,0.0,Kuwait,5.0,Naukri,4.8,6.0,"Computer skills, geotechnics, rtk",No,0.0,Kuwait,"['Computer Skills', 'Geotechnics', 'Rtk']"
Power BI Developer - Data Modeling (5-10 yrs),Mobile Programming llc,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,19.0,hirist,2.9,333.0,Not Specified,No,0.0,Not Specified,[]
Data Analyst,Nits Solutions,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Delhi/Ncr,20.0,Naukri,3.3,47.0,"Data Analysis, Data Analyst, Data Analytics",No,0.0,Delhi,"['Data Analysis', 'Data Analyst', 'Data Analytics']"
Senior Data Analyst (3-6 yrs),Zyoin,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,iimjobs,4.0,287.0,"Analytics, Data Analytics, SAS",No,0.0,Bengaluru,"['Analytics', 'Data Analytics', 'Sas']"
"Team Leader - Data Analyst || Credgenics(Python,SQL )",Credgenics,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,"Delhi/Ncr, New Delhi, Noida",7.0,Naukri,3.7,79.0,"SQL Queries, Data Extraction, Python",No,0.0,Delhi,"['Sql Queries', 'Data Extraction', 'Python']"
Data Analyst - Tableau (7-12 yrs),Experis IT Private Limited,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,hirist,3.1,523.0,"Data Analyst, Tableau, SQL",No,0.0,Bengaluru,"['Data Analyst', 'Tableau', 'Sql']"
Gallagher - Senior Analyst - Business Intelligence (4-10 yrs),Gallaghar,4-10 Yrs,4.0,10.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,60.0,hirist,3.9,1600.0,"R, Python, Business Intelligence",No,0.0,Bengaluru,"['R', 'Python', 'Business Intelligence']"
Web Researcher,Cct Digisol,0-1 Yrs,0.0,1.0,Not Disclosed,0.0,0.0,Ahmedabad,3.0,Naukri,3.8,33.0,"Information Research, Data Research, Web Research",No,0.0,Ahmedabad,"['Information Research', 'Data Research', 'Web Research']"
Data Analyst,Nimbus Pipes Ltd,2-3 Yrs,2.0,3.0,Not Disclosed,0.0,0.0,Jaipur,12.0,Naukri,4.4,14.0,"Analytical skills, Data analysis, Data management",No,0.0,Jaipur,"['Analytical Skills', 'Data Analysis', 'Data Management']"
Senior Data Analyst,Tarento Technologies Pvt Ltd,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.0,96.0,"power bi, powerapps, analysis",No,0.0,Bengaluru,"['Power Bi', 'Powerapps', 'Analysis']"
Senior Data Analyst - R/SQL/Python (3-6 yrs),Zyoin,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,hirist,4.0,287.0,"Data Analyst, Data Analytics, Statistical Modeling",No,0.0,Bengaluru,"['Data Analyst', 'Data Analytics', 'Statistical Modeling']"
Data Analyst - Hadoop/Hive (4-5 yrs),Protiviti India Member Private limited,4-5 Yrs,4.0,5.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,hirist,3.3,242.0,"Data Analyst, Data Analytics, Analytics",No,0.0,Bengaluru,"['Data Analyst', 'Data Analytics', 'Analytics']"
Data Analyst - B2C (3-6 yrs),Zyoin Web Pvt Ltd,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,iimjobs,4.0,287.0,"Data Analytics, Analytics, Statistics",No,0.0,Bengaluru,"['Data Analytics', 'Analytics', 'Statistics']"
Human Resources Data Analyst II,Coperion Ideal Pvt. Ltd.,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Coimbatore,20.0,Naukri,3.1,41.0,"Computer science, Automation, Business Data Analyst",No,0.0,Coimbatore,"['Computer Science', 'Automation', 'Business Data Analyst']"
Data Analyst,Bottle Lab Technologies Pvt. Ltd (SmartQ),0-1 Yrs,0.0,1.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.0,82.0,"Market research, SQL, Data analysis",No,0.0,Bengaluru,"['Market Research', 'Sql', 'Data Analysis']"
IQVIA  - Data Analyst (0-1 yrs),IQVIA,0-1 Yrs,0.0,1.0,Not Disclosed,0.0,0.0,Pune,60.0,iimjobs,4.0,3600.0,"Data Visualization, Tableau, Data Analytics",No,0.0,Pune,"['Data Visualization', 'Tableau', 'Data Analytics']"
